country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
Syria,1936,9823,DURA EUROPOS 18,124,251,253,34.747,40.73,"A hoard of 124 coins, comprising tetradrachms (Philip I - Gallus), denarii (Domitian - Alexander Severus, 1 quinarius (Caracalla) and 1 provincial bronze coin (Gordian III & Abgar), found at Dura in G1, during the season 1936–7. No container was reported.",Yale University
Spain,1985,17879,EL ALCAPARRAL,74,393,393,37.301774839889,-4.7316722650957,74 nummi of the House of Theodosius I found in a layer of ashes in a Roman villa.,NA
Bulgaria,1962,10439,CHERNOGLAVTSI 1962,11,244,249,43.54,27.0028,"Unknown quantity of bronze coins. Among them issues of Severus Alexander, Gordian III, Philip I. 11 pieces entered the museum collection in Shumen.","Regional History Museum, Shumen, Bulgaria; inv. no. 3902-3912 (11 coins)"
France,1847,6036,SAINT-POMPAIN,150,-100,0,46.441299,-0.600332,The hoard comprised approximately 150 silver coins of the same type as found at Vouillé (Picton 'drachms' depicting horseman and fleuron).,NA
Luxembourg,1974,12823,DUDELANGE 1974,17,388,402,49.49,6.06,"17 coins: imitation antoniniani (radiates), nummi: Tetricus I - House of Theodosius I (AD 388-402).",NA
UK,2011,14862,AMBER VALLEY 2011-13,9,166,180,53.055049,-1.4643516,"6 sestertii recorded with the PAS, 3 further from excavation of the site (see Amber Valley barbarous radiate hoard). Not classed as Treasure.",NA
Egypt,2008,20934,KOM EL-DIKKA,33,297,297,31.194800579835,29.904590295412,33 tedrachams from Philip I (Otacilia Severa) - Diocletian. Before the m1tary reform of AD 297. Only 16 pieces could be identified.,NA
Bosnia and Herzegovina,1899,16146,BUGOJNO - SURROUNDINGS,70,180,183,44.056581,17.449016,40 denarii and 30 sestertii ranging from Domitian to Commodus (Crispina).,ZM Sarajevo
Denmark,2003,14470,EGESLØKKEGÅRD,3,457,468,55.27163,14.785303,"3 solidi found through detector surveys. These solidi may be part of a hoard destroyed by ploughing, as the solidi were found within 1x8 m. This same field has also yielded 10 denarii spread over a larger area.",National Museum of Denmark
Italy,1936,6936,MEOLO,520,-29,-27,45.618,12.454,"520 silver coins found with a lead recipient: 513 republican denarii, 2 imperial denarii, 1 republican quinarius, 4 drachms: Republic and early Imperial denarii terminating in issues of Augustus dating to 29 BC.","Museo Archeologico Nazionale di Venezia, Italy"
North Macedonia,1950,9761,PETRALICE,377,294,310,42.206,22.331,377 nummi: Tetrarchy (AD 284-310).,Archaeological Museum of Macedonia
Romania,1935,16376,MANGALIA 1935,200,259,268,43.812223,28.582064,Hoard of circa 200 coins. Only 17 antoniniani (radiates) were recovered: Trajan Decius - Valerian I and Gallienus (AD 259).,NA
Belgium,1849,8269,ROCHEFORT,7,271,274,50.16,5.222,7 antoniniani (4 copies) Tetricus I (AD 271-274).,"Archaeological Museum, Namur, Belgium (11 coins); collection Vandermaelen (2 coins and the shards from vessel), in 1851"
France,1996,5929,LA CHAPELLE-DES-MARAIS,200,238,244,47.447403,-2.243362,"The hoard was found in a ceramic urn which had been placed in a rectangular cavity under a large flat st1. Within the urn, were 100 small gold Roman coins and 200 in silver and bronze, as well as some b1s. The hoard was found by a farmer when he lifted a large flat st1 in a field which was bothering him. The farmer sold the coins to a collector with the exception of 1 coin each in gold, silver and bronze.",NA
Sweden,1863,15609,ÖJA - UNKNOWN FINDSPOT 1863,8,180,180,57.035593,18.299963,"7 denarii: Trajan - Commodus (AD 180). 2 other coins, 1 bronze and 1 bronze of the 4th century were handed together to the museum.","Swedish History Museum, Stockholm (inv.no. 3053)"
France,1873,7300,LUSIGNY 1873,208,193,211,46.589,3.489,The hoard comprised a matt white ceramic vessel containing 205 sestertii from Vespasian to Septimius Severus. The hoard was placed under some tiles.,NA
Slovenia,1859,4174,LESCE,850,305,306,46.360754,14.15989,"Circa 50 argentei, +800 nummi: Diocletian - Constantius I (AD 305-306).",Dispersed
Austria,1868,2966,LAUTERACH,56,214,217,47.474,9.73,56 denarii: Mark Antony - Caracalla (AD 214); silver w8: 87.8-167.0g.,"Voralberg Museum, Bregenz, (initial 51 coins, in 1977 46); Private collection, Innsbruck (1 coin), Austria"
Croatia,1968,3247,GARČIN 1968,51,259,259,45.182,18.182,The hoard comprised 51 antoniniani (radiates) from Gordian III to Valerian II with a tpq of AD 258. Hobbs estimates a silver w8 of 65g.,Muzej Brodskog Posavlja (50)
Germany,1877,3305,LADENBURG 1877/82,68,249,251,49.4739759,8.6077464,"A hoard of 68 denarii and antoniniani, ranging from Titus to Trajan Decius. The exact provenance is unclear, but coins were found in Ladenburg. Only 2 thirds of the coins could be traced in the collections of the Baden-Baden museum.",Baden-Baden museum
Libya,1935,4965,SABRATHA - BATHS 1935,31,202,205,32.808,12.482,56 denarii found in the Seaside baths complex. Only 31 have survived: Vespasian - Septimius Severus (AD 202-205).,NA
Syria,1936,9764,DURA EUROPOS 1,788,253,256,34.747,40.73,"A hoard of 788 tetradrachms (Caracalla - Trebonianus Gallus), denarii (Julia Mamaea) and antoniniani (Caracalla - Gallienus) found during the excavations at Dura Europos, in a jar under the embankment beside the Palmyra Gate.",Yale University
UK,1993,1765,INCHYRA,8,177,178,56.367926,-3.324166,"8 denarii, ranging from Vitellius to Marcus Aurelius, found on the north bank of the Tay at Inchyra, east of Perth.",Perth Museum & Art Gallery
France,1881,3157,BERLAIMONT,120,258,260,50.202,3.814,"Originally were 500 coins found with a ceramic vessel. 120 denarii and antoniniani (radiates) from Clodius Albinus to Valerian I and Gallienus. Until AD 253, Mints represented: Rome, except 2 from Laodicea for Septimius Severus and Geta; 2 from Antioch for Elagabalus and Philip I; 2 from Viminiacum for Treboninanus Gallus and 2 from Milan for 'les divi'; after AD 253: 1 Rome, 9 Cologne, 1 Viminiacum, 1 Milan, 1 2nd eastern Mint and 1 uncertain. Hobbs estimates a silver w8 of 698.4-1425.8g",NA
Belgium,1847,3919,SURICE 1847,179,271,274,50.182,4.696,"(c. 2000) (133, 46) coins: Republic ?, Gallienus - Tetricus I (AD 271-274); Silver w8: c.528.6-2441.5 g.","Archaeological Museum, Namur, Belgium (179 coins)"
Bulgaria,1958,3252,GOLYAMA BRESTNITSA 1958,2317,249,250,43.092,24.198,(9.5 kg; 2358 coins) 2317 silver coins: Nero - Trajan Decius (AD 250); silver w8: 2671.9-6683.8 g,"Regional History Museum, Pleven, Bulgaria; 2024 coins; inv. nos. 125- 282; 921 1-630"
France,1868,8719,ANNECY 1868,3,117,138,45.908,6.122,"3 bronze coins in a small vessel: 1 sestertius Trajan, 1 AE Hadrian, 1 AE L. Aelius (AD 137-138).","Musées d'Annecy, France"
Netherlands,2005,9955,MIDLAREN,2,350,353,53.11,6.6788,2 nummi of Magnentius/Decentius (AD 350-353).,"Groninger Instituut voor Archeologie, Netherlands"
UK,1989,14786,IPSWICH,84,350,360,52.070999,1.1210496,"A hoard of 84 ""bronze coins dating to circa AD 350-360"" found near the bath house of the Castle Hill villa complex during excavations in 1988-1989.See also IARCH-62F9DD",NA
France,1934,3882,SANNAT 1934,17,260,269,46.1196,2.4076,17 antoniniani (radiates); Gordian III - Postumus (AD 260-269).,Musée de Guéret (7 coins in 1935)
Bulgaria,1964,2682,SILISTRA 1964,933,162,163,44.115,27.267,Unknown number of denarii. 933 denarii are kept in the museum collection in Silistra: Nero - M. Aurelius (AD 162-163).,"History Museum, Silistra, Bulgaria; inv.nos. 4058-5018"
Egypt,1888,18829,HAWARA 1 (1938),1126,402,500,29.253514,30.895832,"Found in the necropolis of Hawara during the excavations of W.M. Flinders Petrie in 1888 and first published in 1938. 1120 late Roman coins, 4 casts imitations and 2 lead disks. All except 2 coins, were halved or even quartered. The 2 coins that were not halved are: an imitation of type Copy G and a barbarous SALVS.","British Museum (part?): 2014,4033.10-740"
Bulgaria,1971,10146,LOVECH 1971,8,238,244,43.139,24.709,8 provincial bronze coins: Caracalla - Gordian III (AD 238-244),"History Museum, Lovech, Bulgaria; inv.no. 1482 (8 coins)"
Austria,1989,13298,ST. PÖLTEN – SCHILLERPLATZ 1989,6,364,378,48.202463,15.625897,"6 coins found as a roll were discovered in a pit within a Roman building: 1 antoninianus, 5 nummi: Aurelian - Valens (AD 364-378).",NA
Austria,1800,13120,WIEN 1800 - RENNWEG,1446,177,192,48.193089,16.392007,1446 denarii found during construction activity: Republic - Marcus Aurelius/Commodus (AD 177-192).,"Münzkabinett, Kunsthistorischen Museum, Vienna, Austria (964 coins)"
Bulgaria,1937,2964,KRIVODOL 1937,34,218,222,43.368,23.475,It is alleged that more than 3 kg of coins were found. 34 denarii: Galba - Elagabalus (AD 218-222); silver w8: 67.2-111.4 g.,NA
Bulgaria,1939,2683,MOKRESH,29,166,167,43.747,23.398,(?) 29 denarii: Republic - M. Aurelius (AD 166-167?),"History Museum, Lom, Bulgaria; 29 coins"
Bulgaria,1973,10273,BELINTSI,142,238,244,43.651,26.9598,"(147) 142 bronze coins: 1 as, 141 provincial: Marcus Aurelius - Gordian III (AD 238-244).","History Museum, Razgrad, Bulgaria; inv.no. IF, hoard 22"
Ukraine,2022,20701,KHARKIV REGION,31,193,211,49.6203244307,36.200896533,"A small hoard of 31 Roman Imperial denarii: Trajan – Commodus (AD 193-211) was found by treasure hunter in January 2022, possibly in Kharkiv region. Information about the hoard and photos of the coins were published in 1 of the groups on Facebook, dedicated to treasure hunting, by user Vasiliy Kopat'ko (Василий Копатько). The conditions of hoard finding are unknown, but judging by the photos from the post on Facebook, it was found in the forest. Since the hoard was discovered in winter under snow cover, it is possible that not all coins were found.",NA
Netherlands,1990,10036,VECHTEN 1990 2,14,145,176,52.058,5.162,14 silver and bronze coins of unknown denominations: Republic - Antoninus Pius/Marcus Aurelius (Faustina II) (AD 145-176).,Private collection
Poland,1948,13520,SWARYCZÓW,95,193,193,50.6453,23.5737,Around 100 denarii found with a ceramic vessel. 95 coins provide information on issuers: Vespasian - Pertinax (AD 193).,NA
Turkey,1922,10217,PRIENE 1922 B,186,379,395,37.661,27.303,186 nummi from the time of Theodosius I (AD 379-395).,NA
Spain,1900,17685,CASTRO DE LA MAGDALENA,200,355,361,42.3967,-6.35,"Hoard of 200 coins, 134 were studied: Gallienus - Constantius II (AD 355-361).",NA
France,1904,6968,PARIS VE (QUARTIER SORBONNE) 1904,73,276,282,48.844,2.345,The hoard comprised a copper-alloy vase containing 73 antoniniani (radiates) (or 60 according to Blanchet) from Gallienus to Probus.,NA
Germany,1854,17333,NIEMEGK,74,119,122,52.07122,12.693924,"A hoard of 74 denarii (Republic- Hadrian), found in 1854 approx. 1 km north of the place, 100 m from the street next to Dahnsdorf behind a hill in a ravine.",NA
Spain,1974,17814,CLUNIA 1974 3,89,393,395,41.7793,-3.3714,89 coins found spread close to each other in a domestic building: Celtoiberic - Theodosius I (AD 393-395).,"Museo Arqueológico de Burgos, Spain"
Germany,1874,18679,WACHTENDONK 1874,820,235,238,51.40916,6.33894,"A hoard of ca. 800 silver and 20 bronze coins, found in a pot while ploughing a field (at Hermendonk?, not far from Wach10donk). The coins are not preserved, but a list of emperors exists.",NA
Slovenia,1963,5300,GRAČIČ,431,253,253,46.370222,15.413047,"431 coins: 295 denarii, 136 antoniniani: Commodus - Trebonianus Gallus (AD 253); silver w8: 584.0-1024.5 g.",Missing.
France,1854,5728,DIEPPE AREA,173,260,269,49.922992,1.077483,M. Poilly donated a lot of 173 denarii and antoniniani (radiates) to the Societé archéologique de l'Orléanais' which were found 'in the environs of Dieppe': Maximinus I Thrax - Postumus (AD 260-269); silver w8: 44.4-232.4 g.,NA
Germany,1764,4580,XANTEN 1764,1200,425,450,51.657,6.449,"Between 400 and 1200 solidi ranging from Constantine I (and not Valentinian I as previously assumed) to Valentinian III and Theodosius II, next to 8 silver and 13 bronze coins, ranging from the 1st c. to the mid 4th c. AD, all found 1764 on a field of the abbey of Hagenbusch, south of Xan10 (in today's Hochbruch area of the city). A list of ca. 210 coins was established in 1765 and subsequently published by Iluk in 1987. 6 of these coins are now in the Berlin museum. – The summary list of coins given here is based on Kent 1994 and the information published by Dahmen - Kosanke in 2021.","Münzkabinett, Staatliche Museen zu Berlin (6 coins)"
Romania,1929,16361,PÂRȘANI,53,238,244,44.338776,23.948386,Unknown originally number of coins. 53 denarii were recovered in 2 lots: Vespasian – Gordian III (AD 238-244).,Private collection (16 coins)
UK,2012,15322,SOUTH NORFOLK 2012-13,44,-50,-20,52.557348,1.4210925,"A coin hoard comprising 44 Iron Age staters of the 'Norfolk Wolf' Uninscribed Icenian JB type. These were found scattered in what appear to have been 2 groups over a relatively small area, the first group in November 2012 and the second around March 2013. If 2 hoards were concealed, however, these must surely be 2 part of 1 main deposit; the 2 groups of coins share die-links as well as being of the same type. (PAS).",NA
Austria,1989,13304,ST. PÖLTEN – WIENERSTRASSE 1989-1990,50,300,500,48.205,15.628,At least 50 coins of the late Roman Empire were found in a sandy stream bank while excavated in a former 13th century church. No details on the hoard composition.,NA
UK,1888,2341,WANBOROUGH(?),22,138,192,51.536552,-1.7130393,"A concealed hoard of 22 aurei of 'Nero, Hadrian and the Anto9s' found c. 1888. It is believed that the hoard was from Wanborough / Durocornovium, but this is not certain.",NA
UK,1873,15298,SELSEY 1873-80,300,30,45,50.730698,-0.82532925,"Approximately 300 hundred Iron Age coins, collected from the coast over a number of years. On the basis of the CCI records, the assemblage is dominated by early South Thames quarter staters (some 96 coins, or 32%) and quarter staters of Tincomarus (90 coins, 30%), with rather lower quantities of quarter staters of Verica (28, or 9.6%). Gallo-Belgic quarters and the digamma type (ABC 1028, 1031), possibly of Commios, make up the bulk of the remainder (17 coins, 5.7%, and 19 coins, 6.3%, respectively). There is a wide spread in date here, suggesting multiple deposits over a long period of time, presumably from the mid-first century BC onwards. (de Jersey).",NA
India,1983,18352,DHARMAVARIPALEM,26,196,211,15.7667,79.6833,20 6 coins (aurei and their imitations) were accessi1d from 11 persons under treasure trove legislation. They constituted a part of the hoard which contained also jewellery and was found in the land owned by private individuals. Some of the imitations are mould-linked.,Telengana State Archaeological Museum
Germany,1882,17233,NIEDERLANGEN,62,-29,-27,52.86959,7.23936,"A hoard of 62 denarii (Republic - Augustus), found in 1882 during drainage work in a moor in Niederlangen.",NA
Germany,1912,5298,KASTELL ZUGMANTEL - GRUBE 309,140,249,251,50.18977,8.20364,"140 Roman silver coins (denarii and antoniniani ranging from Septimius Severus to Trajan Decius), were found in a pit filled with burnt destruction rubble in the vicus surrounding the Roman fort. The vast majority of the coins shows no signs of circulation.",NA
Netherlands,2012,9903,GEULLE,13,191,192,50.922,5.7498,13 denarii: Vespasian - Commodus (AD 191-192).,Private collection
UK,1982,1481,NORTON SUBCOURSE,116,41,42,52.54491,1.5381474,"A hoard of 116 coins found over a period of several years in a field, including 3 Iron Age coins, 87 Republican denarii and 26 Imperial denarii up to Claudius I. Other finds were restricted to post-medieval metalwork, prehistoric flints and a single Romano-British brooch, a Colchester derivative of rear-hook type belonging to the mid first century AD.",British Museum
Hungary,1914,7480,BARACS,100,253,259,46.886,18.878,+100 coins dating from Philip I to Valerian and Gallienus. No catalogue was made and no further information given about the composition of the hoard.,NA
Egypt,1924,7912,KOM AUSHIM A105,31,272,273,29.52,30.90221,31 billon tetradrachms of Alexandria: Valerian I and Gallienus - Aurelian (AD 272-273) found in a pottery jar during excavations beneath the floor in room of a house.,Ann Arbor
Croatia,1906,3885,SATNICA,613,260,269,45.615,18.491,The hoard comprised 3 denarii and 610 radiates from Caracalla to Postumus with a tpq of AD 268. Hobbs estimates a silver w8 of between 1756.6 and 16896.9 g.,NM Zagreb; dispersed
UK,1973,14822,HOCKWOLD CUM WILTON,30,138,161,52.44489,0.52931426,HER record of 30 to 40 denarii from Vespasian to Antoninus Pius found in the mid 1970s following dredging of the Little Ouse and not apparently recorded elsewhere.,NA
France,1789,7194,BONNEUIL-LES-EAUX,7,249,249,49.678881,2.231558,"The hoard was found in an iron cooking pot or 'marmite' and comprised an uncertain number of silver coins and some jewellery, such as 'large finger rings'.",NA
France,1875,5721,SANDOUVILLE,1500,284,293,49.496903,0.3191899,"The hoard was found in a large ceramic vessel. Within the vessel were 5 corroded blocks of coins, each coated with very hard clay. 2 thirds of the hoard was cleaned (except for 2 blocks weighing 5.5kg) and it appears that there were approximately 1500 coins (bronzes and radiates). Between 200 and 250 coins were of the emperors between Augustus and Gallienus. The others were of Aurelian, Probus and Diocletian. The hoard was found by a farm labourer.",NA
Hungary,1960,3386,PILISSZÁNTÓ,115,249,251,47.6678,18.8879,115 antoniniani: Caracalla to Trajan Decius. Found in 2 separate but homogeneous groups. Silver: 115 coins; Silver w8: 145.1-297.6g,"Magyar Nemzeti Múzeum, Budapest, Hungary"
Bulgaria,1962,10076,GRADETS 1962,174,211,217,44.031,22.751,Unknown initial number of silver coins. 174 were studied: Mark Antony - Caracalla (AD 211-217),"Regional History Museum Vidin, Bulgaria; inv. no. 587 (72 coins)"
Switzerland,1987,6526,MARTIGNY VS 1987,5,15,16,46.098512826,7.072526636,"Found during excavations, in a quarter to the north-east of Insula 1, in tomb 1, a cremation burial; 3 coins corroded by fire.","Service des bâtiments, monuments et archéologie, Martigny/Sion"
Serbia,1879,4213,BORČA,15,328,329,44.8758,20.4641,"Unknown originally number of coins. 15 were recuperated and 11 documented. Multiples of solidi, 1 aureus and 1 fraction: Carinus - Constantine I (AD 328-329).","Private collection (Wefner, Belgrade, 1890)"
Poland,1949,13430,GOLUB-DOBRZYN,556,193,193,53.1087,19.054,556 denarii found with a bronze vessel: Trajan - Septimius Sverus (AD 193). Silver w8: 1694g.,"Muzeum Narodowe w Warszawie, Poland"
Algeria,1907,4915,SKIKDA,337,271,274,36.879,6.907,"337 antoniniani, ""almost all of them bearing the portraits of Claudius II and Tetricus I"" (AD 271-274).",NA
Romania,1999,16524,GÂRLICIU,8,161,180,44.766921,28.093972,"20 bronze coins found with a ceramic vessel. Only 8 pieces were recovered: 2 sestertii, 3 dupondii, 3 asses: Antoninus Pius - Marcus Aurelius (AD 161-180).","Museum History and Archaeology, Constanța, Romania"
Netherlands,1919,10047,WERKENDAM 1919,2,395,402,51.81,4.89,"2 solidi: Valens, Honorius for Arcadius (AD 395-402).",NA
Romania,1956,16316,COTU,15,189,189,45.596952,26.856054,"20 denarii, 15 studied: Trajan – Commodus (AD 189).",NA
Italy,1858,13760,TEULADA 1858,1000,1,200,38.967979,8.771224,Hoard of more than 1000 coins of the Early empire found under a slab in a cave. The coins were sold by the finder. Few of them were in the museum of Cagliari in 1858.,"Museum, Cagliari, Italy (some coins, in 1858)"
UK,2001,2062,MILDENHALL AREA,86,395,402,52.338353,0.46450625,"A hoard of 1 solidus and 85 siliquae, up to Honorius, AD 402, found in 2001, 2002, 2007, 2010, 2011 and 2013.",Mildenhall Museum (part only?)
Italy,2018,12993,COMO 2018,1000,472,474,45.809,9.082,"1000 solidi of the 5th century AD were found in a ceramic vessel with lid. Based on some photos and press release information pieces of Honorius, Valentinian III, Libius Severus, Anthemius and Leo I are among the coins (AD 472-474). Together were found jewelry and fragments of gold artefacts, probably to be reused.",NA
Bulgaria,1977,10244,STRAZHITSA 1977,11,244,249,43.2295,25.9601,11 antoniniani of Philip I found in a small ceramic vessel (AD 244-249),NA
Germany,1899,16998,MARKÖBEL 1899 (?),44,165,166,50.22269,8.98415,"In 1900 the Hanauer museum acquired 44 denarii from an antique dealer in Büdingen, which obviously belonged to a find. The coins were supposedly found in 1899 in Marköbel during the construction of a house. The coins are today no longer present in the Hanauer museum. Coins range from Nero to Marcus Aurelius (Lucius Verus).",NA
Israel,1993,7715,TEL HEFER 1993 B,9,222,235,32.368,34.905,The hoard comprised 9 bronze coins dated to the reign of Severus Alexander (AD 222-235).,Israel Antiquities Authority (IAA 65676-65684)
France,1826,5893,BEAUPRÉAU,7,313,317,47.206,-0.991,The hoard comprised 2 vessels filled with bronze coins (between 1200 and 1500 coins according to Grille; more than 1200 according to Godard (1851); approximately 600 according to Martin; hundreds according to Godard (1863). The hoard was found by farmers on the Coin des Pierres Blanches farm.,NA
Hungary,1942,3023,TISZAFÖLDVÁR-OKINCSEMHEGY,60,193,211,46.977,20.256,60 denarii: Vespasian - Septimius Severus (AD 193-211); silver w8: 110.9-175.9g,NA
Bulgaria,1960,3381,PANAYOT KHITOVO,55,249,251,43.138,26.333,"(55) 17 silver coins: 9 denarii, 8 antoniniani: Septimius Severus - Trajan Decius (AD 249-251); silver w8: 21.6-34.1 g.",NA
UK,2003,1681,CHALGROVE 2003,4957,278,279,51.659263,-1.0906235,"4957 radiates to Probus (AD 279), found in a jar, 10 miles south of Oxford. The hoard contained a second specimen of a coin of Domitianus (Domitian II), a Gallic usurper under Aurelian.","Ashmolean Museum, Oxford"
Israel,1972,8497,IQRIT,3,260,261,33.0754,35.2752,"2 antoniniani (radiates) of the brothers Macrianus II and Quietus, placed on either side of the head of the deceased, and a coin (pierced) of Caracalla minted at Paphos, placed over the chest. Burial cave.",NA
Hungary,1904,2863,JÁSZKARAJENŐ,78,193,211,47.055,20.065,78 denarii: Trajan - Septimius Severus (AD 193-211).,NA
Poland,1939,13460,KRZYWNICA,7,172,192,53.429167,15.192222,Hoard of unknown number of denarii. Only for 7 cois is given Information on the issuers: Antoninus Pius - Marcus Aurelius/Commodus (AD 172-192).,Lost
Romania,1956,16342,GHINDĂUANI,38,193,193,47.110432,26.338932,Hoard discovered on the surface and during the archaeological investigations: Trajan – Septimius Severus (Clodius Albinus Caesar) (AD 193).,"History Museum, Târgu Neamț (23 coins); History Museum, Piatra Neamț (7 coins); private collections (6 coins)"
Ukraine,1961,18273,PEDLESNOVSKA,200,180,192,50.921065277445,34.583357901113,Hoard of around 200 denarii found with a small ceramic vessel. Only 34 coins were documented: Trajan - Commodus (AD 180-192).,"Historical Museum, Moskow, Russia (inv.nos. 98100-1; 036 658-1; 036 685 - 28 coins); Historical Museum, Kyiv, Ukraine (inv.no. 12607/1-6 - 6 coins)"
Bulgaria,1985,10410,MARKOVO 1985,200,1,503,43.2001,27.2281,About 200 silver and bronze coins.,NA
Switzerland,1934,6453,WILCHINGEN SH 1934,18,235,238,47.657,8.483,"Found during excavations in the pars urbana of the Roman villa rustica of Osterfingen, below an ash layer. 18 sestertii, Antoninus Pius, Faustina, Marcus Aurelius, Severus Alexander, Maximinus Thrax.","Museum zu Allerheiligen, Schaffhausen"
Bulgaria,1910,2761,MIKRE 1910,160,253,268,43.035,24.522,(700) 160 silver coins: Trajan - Valerian I/ Gallienus (AD 253-268). Found in a ceramic vessel together with a silver ring.,NA
France,1952,3585,BORDEAUX 1952-1954,28,271,274,44.837789,-0.57918,"35 antoniniani (radiates), 28 seen: Marius - Tetricus (AD 271-274); silver w8: c.10.5 g.",NA
UK,1842,1134,SHOTTS,300,177,192,55.8201295,-3.797864,"Several hundreds coins (principally of Nerva, Trajan, Hadrian, Antoninus Pius, and Faustina), found in 1842, while removing some sods from the surface of a piece of moss land. 3 publications (see under references) list groups of coins belonging to this hoard. Some coins had marks indicating that the hoard had been buried in a bag of coarse cloth. 1 further denarius of Trajan in HCC, p. 34, no. 207, Glasgow.",Airdrie Museum (part); Glasgow (part).
Bulgaria,1984,10194,SVIŠTOV 6,108,241,243,43.616,25.416,108 denarii and antoniniani: Vespasian - Gordian III (AD 241-243).,"History Museum, Svištov, Bulgaria; inv.nos. 2620-2716"
Poland,1873,13648,DYMNIK,2,161,180,53.975007,19.484146,"2 denarii: Trajan, Marcus Aurelius.",Lost
Italy,1904,3446,STELLATA,1800,238,244,44.9487,11.4223,Around 2500 silver coins found with a ceramic vessel. 1800 coins were recovered: Vespasian - Gordian III (AD 238-244); silver w8: 859.1-1804.1g.,NA
UK,1974,14802,DUSTON 1970S,45,275,285,52.233366,-0.93251165,"A small hoard of 45 radiates in a pot dating ""to within a few years of AD 280"" (Pastscape 343603) found during archaeological excavations of a Roman settlement in the Weedon Road area by Northamptonshire's Archaeological Unit in the 1970s.",NA
France,1879,5700,NOTRE-DAME-DE-BLIQUETUIT,32,161,180,49.496075,0.755175,"Found close to the Brotonne forest on the property of Thouzé, which was once part of the park of the Château de la Mailleraye, demolished in 1857. The hoard was found under a tree.",NA
Germany,1852,3293,KLUGHAM,33,257,258,48.18128,12.38225,"In 1852 a hoard of antoniniani from the middle of the third century was discovered in the neighbourhood of Klugham. 31 specimens from the hoard fell into the possession of the Historischer Verein von Obb. 33 coins are listed in FMRD, including 2 denarii (Caracalla - Valerian).",NA
Czech Republic,1862,15875,FOLMAVA,3,117,138,49.349112,12.856193,"Unknown number of Roman bronze coins, only 3 pieces are known: Augustus, Nero, Hadrian",NA
France,1970,3702,GRAINCOURT-LÈS-HAVRINCOURT 1970,1406,271,274,50.1453,3.1091,Breakdown of mints is given suggesting that full breakdown is given in articles. Silver: 1406 coins; Silver w8: 40.1g,Société archéologique de Bapaume
Slovakia,1990,8238,BANSKÁ BYSTRICA,2,337,354,48.7383,19.1572,"Unknown originally number of coins. Only 2 nummi are known: Constantine I, Constantius II (Constantius III Gallus Caesar).",NA
Bosnia and Herzegovina,1930,20941,TRIBIĆ,112,-19,-18,43.757808,16.849911,"112 (102 AR, 8 AE, 2 Uncertain) coins from the Republic to Augustus.",Dispersed
Croatia,1910,9250,ISTRA REGION,125,335,337,45.2745018,13.8901858,125 nummi from the reign of Constantine I (AD 330-337). Unknown findspot.,Dispersed
Portugal,1987,17762,TOMAR,22,388,392,39.604952787708,-8.4080027660431,Group of 22 coins: 21 antoniniani radiates of Claudius II (Divus) and 1 nummus of Valentinian II.,NA
Belgium,1980,8554,ORROIR,80,180,192,50.749,3.479,"ca. 80 sestertii and dupondii, but not all of them are identified: Trajan - Commodus (AD 180-192).",NA
France,1847,5898,CORNÉ,458,183,184,47.4672,-0.3403,"The Cabinet des Médailles de la Bibliothéque Nationale acquired 36 aurei on 17.03.1847 (Reg. C, nos. 1982-2017) and a further 44 on 8.2.1848 (Reg. C, nos. 2117-2160). 79 remain (with 1 swopped in 1939). The Musée Saint-Jean d'Angers bought 6 aurei on 3.4.1847 and 2 on the 13.06.1847, with fragments of the vase acquired on 04.03.1849 (Reg. I, p. 53-54, no. 209, p. 58, no. 217, p. 74, no. 269). They were stolen in March 1885.","Cabinet des Médailles, Paris, France"
Germany,1923,17353,BERLIN-LICHTERFELDE 1923,3,-27,14,52.431183,13.309899,"3 Macedonian coins (Pella, and 2 from Thessalonica, time of Augustus), allegedly found in the garden of a house in Berlin-Lichterfelde in 1923.",NA
Portugal,1935,17783,BOCA DO RIO,288,395,402,37.06622653069,-8.8088133358364,"more than 1000 nummi, mostly of the types Reparatio Reipub e Gloria Romanorum: AD 379-381 - Arcadius (AD 395-402).","Museu Regional de Lagos, Portugal"
Ukraine,2018,20657,KHMELNYTSKYI REGION 2018 A,5,238,244,49.3764289774,26.8503898393,"On 18 March 2018, photos of 5 Roman provincial bronze coins Prusias ad Hypion: Macrinus - Gordian III (AD 238-244) with countermarks were published on the Ukrainian forum Violity. According to the finder, they were found at the same site on the territory of Khmelnytskyi region. Given the close chronology of the coins and the fact that they were issued by 1 mint, most likely it was a hoard. Coins: Macrinus (1), Maximunus Trax (2), Maximunus Trax (Maxim) (1), Gordian III (1).",Sold
UK,1995,1685,DIDCOT,126,159,160,51.606624,-1.2793979,"The hoard of 126 gold aurei contained within the fragmentary remains of a small pot was discovered while searching with a metal detector on land near Didcot, Oxfordshire, in April 1995. Coins range from Nero to Marcus Aurelius Caesar.",British Museum
