country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
Belgium,1979,8522,POMMEROEUL 1979,269,69,244,50.462,3.713,269 sestertii found with an urn: Vespasian - Gordian III (AD 238-244).,NA
Germany,1773,17321,AUSLEBEN,28,179,180,52.086874,11.114892,"A hoard of denarii was found approx. 0.7 km northwest of Ausleben, on the Ausleber Hoch (alt. 135 m) in a probable neolithic grave mound. 142 coins (Otho-Commodus) were described, but the total amount of coins is unknown.",NA
Netherlands,1908,12619,HEES 1908,18,161,180,51.8423,5.8299,18 bronze coins: Augustus - Marcus Aurelius,NA
Austria,1989,13298,ST. PÖLTEN – SCHILLERPLATZ 1989,6,364,378,48.202463,15.625897,"6 coins found as a roll were discovered in a pit within a Roman building: 1 antoninianus, 5 nummi: Aurelian - Valens (AD 364-378).",NA
Moldova,1965,9157,ROTUNDA,27,190,191,48.24,27.31,(c. 40) 27 denarii found with a ceramic vessel: Trajan - Commodus (AD 190-191).,"Muzeul Naţional de Etnografie şi Istorie Naturală; Inv. 18.494/AR 6.698-6.724, N 6.110; acquisition document 86/22.05.1986."
Sri Lanka,1935,18455,SIGIRIYA 1935 3,25,1,500,7.9569014978273,80.759679084657,25 Roman nummi. These coins were transferred from Colombo to the Jaffna Museum for exhibition on 29th November 1945. No further information.,"Jaffna Museum, Sri Lanka (in 1945)"
UK,2003,15359,THURNHAM,308,-70,-50,51.292044,0.60887013,"ca. 308 Iron Age potin coins, among which many fragments. No full report yet available.",Maidstone Museum
Algeria,1961,4874,CHERCHELL - MAUSOLEUM,28,333,335,36.61,2.197,The hoard comprised 28 nummi of the House of Constantine and was found in a Roman mausoleum in the cemetery of Cherchell (AD 333-335). Found togethare with an entirely preserved lamp and a fragment of a lamp.,NA
Turkey,1983,10192,İNCILIPINAR,202,313,313,37.419,28.559,"The hoard had been discovered in İncilipınar vicinity of Göktepe village, Muğla, during a topsoil excavation in 1983. It contains 202 pieces of well preserved Roman folles (nummi).",NA
Italy,1985,17448,MODICA 1935 B,8,300,310,36.8589,14.7608,"8 bronze coins found in a grave, range: 3rd c. BC - early 4th c. AD.","Museo Civico ""F.L. Belgiorno"", Modica"
Bulgaria,1947,10134,GOLYAMA ZHELYAZNA,44,238,244,42.9784,24.4657,Unknown number of bronze coins. 44 provincial coins have been noticed from mints of Lower Moesia and Thrace: Septimius Severus - Gordian III (AD 193-2244).,"National Archaeological Institute with Museum, Sofia, Bulgaria; inv. no. CLXXXII (7 coins)"
Israel,2006,7727,SHU'AFAT 2006,117,222,235,31.813847371519,35.234378621922,The hoard comprised 117 bronze coins dated between Ptolemy I (323-283/2 BC) and Severus Alexander (AD 222-235).,Israel Antiquities Authority (IAA 100886-101000; 113001-2)
France,1872,5993,LE BERNARD,231,249,251,46.438604,-1.468605,"The hoard was found during the excavation of 21 'puits funéraire' at Troussepoil and comprised 231 brass coins (sestertii?). Close to the hoard, 3 broken black ceramic jugs were excavated, 2 of which were filled with ashes and funeral pyre debris. Baudry thought that the coins had originally been placed in the jugs, but that hypothesis is not certain. The hoard was discovered during the excavation of 21 'puits funéraire' of Troussepoil.",NA
Germany,1875,17192,SIEVERN PIPINSBURG,5,178,178,53.6577,8.61,"5 denarii (Vespasian - Commodus Caesar), found together on the premises of the Pipinsburg (a megalithic hillfort of Viking times), close to Sievern.",NA
Netherlands,1946,21005,OUDE HORNE 1946,14,11,11,52.9514,6.0979,"14 coins: 11 Roman Republican denarii, 1 Republican bronze, 1 denarius of king Juba and 1 Augustan denarius. The particularity of this hoard are the graffiti on the coins.",NA
UK,1983,15216,KESSINGLAND,2,20,50,52.414358,1.6894845,2 silver units of ANTED corroded together. No further details known.,NA
Spain,1903,4767,CUEVA DE LA ZORRA,107,238,244,43.222600730933,-3.3675626938975,"The hoard was found inside a vessel, apparently made of iron. The total number of coins found seems to be 90, although some reports detail at least 107. The coins were all bronze issues measuring between 25 and 35mm in diameter: Trajan - Gordian III (AD 238-244).","Monedas conservadas en el Museo Arqueologico, Etnografico e Historico, Vasco, Spain (5 coins)"
France,1847,3945,VILLESELVE,700,271,274,49.691,3.111,The hoard comprised between 600 and 700 antoniniani (radiates) from Gallienus to Tetricus I. Hobbs estimates a silver w8 of between 210.9g and 874.1g.,NA
Romania,1963,2656,BÂRCA 1963,127,250,251,43.97,23.61,"The hoard comprises 127 silver coins, denarii and antoniniani (radiates) from Commodus to Trajan Decius with a top of AD 250-251.",NA
UK,2013,14604,DROXFORD,22,367,375,50.958516,-1.1755584,"15 AE nummi to AD375 (or possibly a Magnentian hoard with a stray nummus of Gratian), found with a (unrelated?) first century brooch and a sherd of greyware. The grey ware was not thought to form a container due to the small amount found. Addenda of 7 more coins and 5 more greyware sherds, which could perhaps suggest that this constituted a container.",NA
Belgium,1845,3732,IZENBERGE,10,260,269,50.994,2.655,10 antoniniani: Gordian III - Postumus (AD 2630-269); Silver w8: 3.7-11.5 g.,NA
France,1888,3647,CURZAY-SUR-VONNE,4601,270,275,46.491,0.044,"The hoard comprised a vessel containing 13kg of Roman coins (between 4500 and 4600 coins). Breuillac studied 2300 'small bronzes and billon coins' dating from Valerian to Aurelian, although Allard also notes a coin of Philip I. The hoard was found in a ditch close to the ruins of the Château de Curzay; silver w8: c. 1216.0-5624.1g.",NA
Italy,1933,4380,AQUILEIA 1933,5,375,392,45.7681691,13.3687199,5 solidi: Valentinian I - Valentinian II (AD 375-392).,NA
Spain,1965,17823,CUEVA DEL PELICIEGO,42,393,395,38.529397641963,-1.3291901179294,42 nummi found in a cave: Constantine I (Divus) - Theodosius I/Honorius (AD 393-395).,"Museo Arqueológico Jerónimo Molina, Jumilla, Spain"
Germany,1935,17199,BREMEN MAHNDORF,4,223,225,53.036079,8.940781,"4 coins (Syracuse, Augustus, Tiberius for Agrippa and Severus Alexander), allegedly found in the bed of the River Weser at low tide, at 'der Tiefer'. FMRD has listed this find under Bremen-Mahndorf, but doubts that it is genuine.",NA
Ukraine,2017,20709,SIOMAKY,24,180,192,49.6114980054,28.1556819541,"A hoard of at least 24 Roman imperial denarii: Vespasian – Commodus (AD 180-192) and possibly a silver fibula were allegedly discovered by a treasure hunter in the late 2010s nearby village Semaki in Vinnytsia region. The coins were found in an area of 15x15 m. The silver brooch was found on the same area. Based on a photo of 5 coins, 3 of which were denarii from the time of Titus, Antoninus Pius and Commodus, 1 cast copy of a denarius with a portrait of Hadrian and an anonymous quadrans with a portrait of Mars on the obverse and cuirass on the reverse. While the denarii have general preservation and similar bronze oxides, the cast copy of the denarius and the anonymous quadrans are probably not part of the hoard. The further fate of the coins is unknown to me.",NA
Germany,1953,19988,PRAGUE - NEBUSICE,26,540,541,50.111021129602,14.329507192464,26 bronze coins of various denominations of both Roman and Byzantine denominations covering a 500 years: Augustus - Justinian I (AD 540-541).,"Private collection, now missing."
Egypt,1909,7806,EGYPT A64,1300,171,172,26.821,30.802,"1300 Provincial bronze coins of Alexandria: . 'Acquired in Egypt by Dattari, who sold it to Milne and Currelly.'","Partly in Oxford, partly in Toronto."
Slovakia,1876,16012,ČEČEHOV,100,193,211,48.725038,21.989142,Around 100 coins from Vitellius to Septimius Severus (AD 193-211).,NA
Romania,1997,8041,ȘIMLEU SILVANIEI 1997,54,14,37,47.236,22.809,"54 denarii: 51 republican, 3 imperials: Republic - Tiberius (AD 14-37).","County Museum Zalău, Romania; inv.no. CC 677/1997"
France,1841,3843,PANNECÉ 1841,40,269,271,47.479,-1.231,"The hoard was found along with several inhumation burials and the foundations of buildings and comprised a mass of 80kg of Roman coins. The successive editions of the museum catalogue have varied catalogues for this hoard. For example, the catalogue of 1856 notes 35 coins for Otacilia Severa and Trajan Decius; the catalogue of 1903 mentions 3 sestertii of Trajan, Hadrian and Antoninus Pius (possibly site finds?) and 'small bronzes' of Philip and Maximian Herculeus. The mention of Maximian, 60 years after the discovery of the hoard is considered by TAF to be suspect. The hoard was found during dredging and ground levelling work, along with inhumation burials and building foundations. Silver: c.25000-30000 (39, 2) coins; Silver w8: -",NA
France,1973,6925,VENTENAC-EN-MINERVOIS,38,271,274,43.248744,2.860103,The hoard was discovered in a burial and comprised 38 radiates from Gallienus to Tetricus II. An as of Augustus was also recovered which may be intrusive.,NA
France,1972,6177,WISSEMBOURG,48,170,170,49.037,7.945,The hoard comprised 48 sestertii from Vespasian to Marcus Aurelius and was buried around AD 170.,NA
Italy,1935,6249,OTRICOLI,48,90,90,42.4229,12.4779,The hoard comprised 48 coins from the Republic to Domitian (AD 90) as well as '2 rings.',NA
France,1961,3840,OPPY,17,260,269,50.355,2.88,The hoard was discovered on 2 separate occasions and it is suggested that it is part of a much bigger deposit. A further 3 coins were found during the laying of a gas pipe for Gaz de France in the same field: Gordian III - Postumus (AD 260-269); silver w8: 5.6-20.3g.,NA
Bulgaria,1980,10311,APRILOVO 1980-1990,60,201,293,43.2612,26.2793,"60 silver coins: 2 denarii, 58 antoniniani of the 3rd century AD. No further information.",NA
Spain,1898,17600,IDIAZÁBAL,6,180,192,43.007653709291,-2.2352347084565,"6 coins found while extracting st1: Antoninus Pius 2, Faustina I 1, Commodus, 1 uncertain. No further information.",NA
Ukraine,2009,20707,BAIKIVKA,160,180,192,49.4992922451,28.4062254325,"A hoard of at least 160 Roman imperial denarii was found by a treasure hunter in 2009 or 2010 near the village of Baikivka. According to his information, the hoard was partially ploughed, but the main part of it was at a depth of ca. 50 cm together with fragments of a vessel (pot?). The coins had traces of bronze oxides. Photographs of the deposit have not been preserved, but it is known that most of the coins date from the Nerva-Anto9 dynasty, including coins of Antoninus Pius and Commodus. The fate of the coins is unknown.",NA
Egypt,1980,18680,KARNAK 1980-86,600,367,375,25.718,32.6572,"500-600 solidi (Valentinian I - Valens), found in the early 1980's in Karnak. 30 coins belonging to that hoard were seen by H.-Chr. Noeske in Luxor in Dec. 1986. All solidi were from the same reverse type (RESTITVTOR REI PVBLICAE).",NA
Czech Republic,1908,20003,LIBČEVES,100,-64,-64,50.450914942121,13.83279476905,Hoard of 100-200 of Republican denarii found with a ceramic vessel. Together was found some silver jewelrey.,"Various places, see below ""Comment"" field"
India,1983,18352,DHARMAVARIPALEM,26,196,211,15.7667,79.6833,20 6 coins (aurei and their imitations) were accessi1d from 11 persons under treasure trove legislation. They constituted a part of the hoard which contained also jewellery and was found in the land owned by private individuals. Some of the imitations are mould-linked.,Telengana State Archaeological Museum
France,1836,6341,VILLEURBANNE,60,235,238,45.758,4.888,The coins were found in a st1 sarcophagus along with some ashes. They comprised coins dating from the reign of Augustus (Altar of Lyon) to the reign of Maximinus (of Thrace?). The coins were found during the demolition of a tumulus.,NA
Poland,2007,13495,PRZEZWISKA,28,194,197,52.1201,19.6482,Around 200 denarii. The person who ppresented 46 denarii menti1d that in total may have found around 200 pieces. Only 28 coins could be described. 1 denarius of Antoninus Pius was found in 2010: Vitellius - Clodius Albinus (AD 194-197).,NA
Belgium,1983,9219,FORÊT-TROOZ,18,244,247,50.583597,5.699813,18 coins : 13 denarii and 5 antoniniani (radiates): Septimius Severus for Caracalla (Caesar) - Philip I (AD 244-247).,NA
Spain,1923,4779,LUGO 1923 - CALLE SAN FERNANDO II,47,259,259,43.014,-7.558,"The hoard was found inside a coarse-ware vessel, of a blackish colour. The coins were within a compacted, ferruginous mass and comprised 47 antoniniani (radiates) from Elagabalus to Valerian I and Gallienus with a tpq of AD 259.",NA
Libya,1916,4971,CHAHAT,243,355,361,32.82,21.857,"243 nummi of the time of Constantius II (4 coins of Constantius II were recorded in the Register of the Cyrene Museum, today, lost) (AD 348-361).",NA
Italy,1868,6242,CUMAE 1868,1000,88,89,40.835,14.055,Around 1000 aurei from Augustus to -Domitian (AD 88-89) found in a ceramic vessel. 75 coins (types) are described by Riccio.,NA
Germany,1998,17214,ALTDORF,3,103,111,50.876541,6.364827,"The denarii (Vespasian - Trajan) were found together with a bronze brooch in the main building of a villa rusticate, located between Altdorf and Jülich-Kirchberg, on the site of the Inden open pit mining site (Braunkohletagebau Inden).",NA
Germany,1870,15466,PFÖRRING 1870,1300,224,224,48.8155,11.6745,"1200-1300 bronze coins, found in a vessel south of the Roman fort, together with a silver ring. The coins were dispersed. 25 of them were described, and 11 further coins are still preserved in the museum Landshut (therefore, 36 are listed in FMRD, ranging from Vespasian to Severus Alexander).",Museum Landshut (part)
Spain,1865,17541,SANTIBÁÑEZ DE MURIAS,180,14,37,43.114894061862,-5.65633872588,"Hoard of 180 denarii ending with issues of Tiberius, with a large majority of Augustus RIC 207 type (AD 2 BC - AD 4).",Lost
UK,1911,15210,HIGHAM,11,-80,-60,51.411933,0.47187574,A small flint filled with 11 Iron Age coins.,"Guildhall Museum, Rochester"
Spain,1970,17680,SANTA MARTA,23,332,335,41.941422683503,-7.6108297209313,"23 nummi of the Constantine's I family found during archaeological excavations at the Roman villa. Uncertain, whether they were found together.","Museo Arqueológico Provincial de Orense, Spain"
Romania,1949,16420,POIANA 1949,34,-25,-23,45.992062,27.257148,Hoard of 35 denarii found within the Dacian citadel during archaeological excavations. 34 are studied: Republic – Augustus (25-23 BC).,"Institute of Archaeology, Bucharest, Romania (inv.no. 251)"
Czech Republic,1945,15894,ČESKÁ SKALICE ? 1945,10,162,162,50.39453,16.041781,10 denarii: Trajan – Marcus Aurelius (AD 162).,"NPÚ-ÚOP Pardubice, Náchod Castle collection, Czech Republic (inv.nos. 2.920, 3.016-3.023)."
UK,1971,14933,PIERCEBRIDGE V,21,203,211,54.529849,-1.6770182,"Hoard of 21 coins - 6 denarii and 15 counterfeits. Pit also contained broken samian & coarseware pottery and an iron hook, possibly a mount for a purse. Pit found during southern vicus excavs. S of River Tees, to W of the N-S road (Holme House 71-2).",NA
France,1931,5808,SAINT GERMAIN-LA-CAMPAGNE,270,260,269,49.048,0.406,"The hoard comprised a group of 270 large Roman bronzes (sestertii) weighing a little more than 5 kilos. When found, the coins were arranged in 5 or 6 horizontal rows. The hoard was quickly dispersed by the finder and only 28 coins were examined (24 by Rualt and 4 by Pellerin) A workman named David discovered the hoard while quarrying st1 at the foot of an old oak tree close to an ancient roadway.",NA
Greece,2006,6861,"LITHOCHORI, KAVALA (T2)",5,161,169,41.04825,24.70468,"A hoard of 5 bronze coins (Philippi, Koinon of Macedonia, Topirus), found in grave T2 in Lithochori.",NA
France,1920,3524,AILLANT-SUR-THOLON,185,272,274,47.875,3.35,Between 1500 and 3000 coins found in a ceramic vessel. 185 coins seen: Julia Domna to Tetricus II Silver: c.1500 coins; Silver w8: c.287.4-3897.6g.,"Cabinet des Médailles, Paris, France"
Bulgaria,1978,2681,SILISTRA 1978,35,161,162,44.121,27.259,35 denarii: Mark Antony - Marcus Aurelius (AD 161-162).,"History Museum, Silistra, Bulgaria; Inv.nos. 6059-6093"
Ukraine,1929,18300,TURIYA 1929,49,180,192,48.877640964575,31.639391049878,"Hoard of 49 coins and jewelry was found with a ceramic vessel: Vespasian - Commodus (AD 180-192). Jewelry: bronze loop, bronze buckle, silver buckle, 7 silver rings, 39 pearls of amber, coral, glass.","Local history museum Cherkasy, Ukraine (inv.no. 190092 - vanished in 1941-1945)"
UK,1993,15142,DOWN GROUND,75,30,45,50.679973,-1.2087549,"An important site lying on high ground on the southern edge of the Downs, roughly in the centre-east of the Isle of Wight. The Iron Age coins were found over an area of at least 1 hectare, with ""little clear evidence of clustering although the 2 quarter staters of Tincomaros [sic] were found no more than 3 metres apart""; other material (including almost 400 Roman coins, 8 finger rings, 6 pins and 33 copper alloy brooches) was found over a wider area of some 2.5 ha. This may be consis10t with a ritual site frequented over a longer period.",Isle of Wight Heritage Service
Bulgaria,1962,2794,BELO POLE 1962,101,251,253,43.651,22.902,"101 coins: 16 denarii, 85 antoniniani: Caracalla - Trebonianus Gallus (AD 251-253); silver w8 122.1-240.8 g.","Regional Historical Museum, Vidin, Bulgaria; inv.no. 591"
Italy,1893,13855,SICILIA/SICILY 1893 1- UNKNOWN FINDSPOT,29,14,37,37.547548,14.140219,29 republican and imperial denarii: Republic - Tiberius (AD 14-37). PALERMO? 1893-b,"Museo Nazionale di Palermo, Italy; inv. no. 1709 (in 1893)"
UK,1936,14883,PIN DALE,18,306,337,53.33467,-1.7611939,"Roman coin hoard found in 1936. Discrepancy in location of findspot. HER reports that 18 coins, including an AE of Constantine the Great, were found in 1936 in Hadfield's Quarry in Pindale near a cottage called the Black Rabbit.",NA
Ukraine,1891,4297,BRESTOV,25,364,394,48.4989,22.9011,"Sabina (wife of Hadrian) to Valens. 3 coins were pierced, 10 had suspension loops. Together were found fragments from a golden chain and small gold ingots",Budapest National Museum
Bulgaria,1960,12117,BENKOVSKI 1960,63,238,244,42.209,24.654,"While digging for the foundations of a house a ceramic vessel with some 10s silver coins was found. 63 pieces were examined: 6 antoniniani, 57 denarii: Trajan - Gordian III (AD 238-244).",NA
France,1960,3008,SANNAT 1960,72,244,249,46.149,2.436,"The hoard comprised more than 1000 (?) coins, which were either bronzes or radiates. 72 coins were preserved in Auzances. The bronzes were extremely worn and sometimes illegible. 62 were sestertii and 7 dupondii or asses, although TAF does not assign denomination by emperor.",NA
Spain,1969,4381,ARCOS DE LA FRONTERA,28,402,408,36.7485,-5.8079,28 solidi of Honorius and Arcadius (AD 402-408); gold w8: 124.6g.,"Museo Arqueológico Nacional, Madrid, Spain"
Germany,1987,16716,WALHEIM 1987,18,163,164,49.012909,9.152548,"A mixed hoard of 18 coins (Vitellius - Diva Faustina II) was unearthed in the southern area of the civilian town. The date of the latest coin is given as AD 145/161 in FMRD, but the reference of that coin (RIC 1383) is dated to AD 163-164.",NA
France,1908,7389,LES ESTABLES,3,217,218,44.904,4.156,"The hoard was found in a cave shelter and comprised numerous ancient objects including pottery vessels, hipposandals and a sestertius of Hadrian, a dupondius of Antoninus Pius and a worn coin of another emperor, possibly Macrinus.",NA
Netherlands,1990,9835,AALST 1990,25,274,271,51.782406,5.126062,"25 coins: 1 denarius, 12 antoniniani (radiates), 2 quadrantes, 10 unknown denomination: Claudius II - Tetricus I (AD 271-274).",ROB - Amersfoort / private collection
France,1924,3631,COLOMBIER,3000,260,269,44.774684,0.527088,"Over 3000 antoniniani (radiates) (8 kg) found with a amphora-like vessel. The largest number of coins belongs to Postumus. Other issuers: Valerian I, Gallienus, Salonina. An Alexander is menti1d among issuers, Severus Alexander (?).",NA
Israel,1949,8113,YAFO 1949,851,-103,-76,32.049,34.758,The hoard comprised around 851 bronze coins of Alexander Jannaeus (103-76 BC),NA
Italy,1936,4547,COMISO,423,425,455,36.947,14.604,"1100 solidi, of which 840 recovered. 423 coins were studied: Theodosius I - Valentinian III (AD 425-455); gold w8: c. 4950g.","Museo Archeologico di Siracusa, Italyn (423 coins)"
UK,2006,15260,NORTH SUFFOLK 2006,5,20,50,52.399984,0.52674435,5 silver units of the Iceni found in March 2006 .,NA
Germany,1901,16599,BREISACH,130,330,335,48.031,7.5785,"The coins (130 nummi from the time of Constantine I) were found in 1901 in Breisach, close to the Radbrunnen. The coins were described, but are now lost.",NA
Bulgaria,1975,12357,SHIROKO POLE,175,249,251,41.637,25.467,175 antoniniani entered museum collection in Kardzhali: Gordian III - Philip I (AD 244-249). No further information.,"Regional History Museum, Kardzhali, Bulgaria"
France,1969,8672,VIENNE 1969 A,5,134,138,45.532,4.875,Grave find of 5 denarii (1 plated) Vespasian to Hadrian (AD 134-138),NA
Russia,1900,3746,KRASNY KUT,14,268,270,50.950306614485,46.972094692384,"Hoard of gold and silver coins of circa 6 kilos: 3.85 silver, 2.26 gold. The gold coins were wrapped in leather and together with most of the silver 1s they were distributed among the finders. 14 antoniniani (radiates) have been studied so far: Gordian III 8, and Philip I for Otacilia Severa 3, Gallienus 1, Claudius II 2.","Local history museum, Saratov, Russia"
UK,2005,15265,ORFORD,9,20,50,52.078734,1.4865307,"A hoard of Iron Age silver units dispersed in a field and discovered over a period of years. The latest addenda are not listed in de Jersey, but included here.",Orford Museum
Italy,1914,15011,OSTIA 1914 3,313,260,268,41.7316,12.281274,313 antoniniani (radiates): Gordian III - Gallienus (sole) (AD 260-268).,NA
Bulgaria,2001,12099,GLOGOVITSA,10,276,282,42.792,22.668,10 antoniniani: Gallienus - Probus (AD 276-282).,NA
Ukraine,1963,18267,GLINSK,884,193,211,49.592388359304,28.463986254926,884 denarii: Trajan - Septimius Severus (AD 193-211).,"University Museum, Kyiv, Ukraine"
France,1841,6207,GÉOVREISSIAT 1841,6,306,306,46.255,5.617,"The hoard comprised 7 iron or copper-alloy boxes filled with silver or small bronze coins of Gallienus, Claudius II, Tacitus, Probus, Diocletian and Maximian. Sirand acquired 6 antoniniani (radiates) from the hoard and noted that there were also silver vessels.",NA
France,1832,3909,SAINT GEORGES-DE-LA-COUÉE,13000,260,274,47.847725,0.621975,"Circa 13000 antoniniani (radiates) found in 2 ceramic vessels. Among issuers: Gallienus, Postumus, Tetricus I; silver w8: c.3508.5-16237.8g.",NA
Spain,1940,17746,CASTRO DE LA TOMADA,19,378,383,42.5919,-8.6225,Unknown original number of nummi. Only 19 coins are documented: Constantius II - Gratian (AD 378-383).,"Museo Provincial de Pontevedra, Spain"
France,1984,3611,CAUDEBEC-LÈS-ELBEUF 1984,1038,271,274,49.276,1.027,The hoard comprised more than 1000 antoniniani (radiates) of which 1038 were acquired by the Musée des Antiquités de Rouen' 'Une pelleteuse heurta' hit the vessel in which the hoard was buried: Trebonianus Gallus (Volusian Augustus) - Tetricus I (AD 271-274); silver w8: 281.2-1296.6g.,"Musée des Antiquités de Rouen, France"
UK,1992,15105,BUTSER,10,-80,-60,50.939324,-1.0193394,"6 staters were found in September 1992. Sills suggests that 4 further coins of the same types, in much the same condition, which appeared in the trade in 1997, allegedly either from Wickham (Hants.) or Chichester (West Sussex), may also have been from this hoard. They are listed below following the 6 coins recorded by the BM.",NA
Greece,2007,6759,VATHY,31,251,253,38.9771,20.7526,"The hoard comprised 31 Roman Provincial coins from Nicopolis from Caracalla to Trebonianus Gallus, found south of Nicopolis, at Agios Phaneromenes Vathi (Αγιας Φανερωμενης Βαθυ), where 1 of the 3 harbours of the city was located. The coins were found in 2 lots (of 5 and 26 coins), recovered at a few days interval, and both hidden under a tile.",Archeaological Museum of Nicopolis
Bulgaria,1998,10221,DOLETS 1998,7000,270,270,43.236,26.228,7000 antoniniani up to AD 270. No further information.,NA
Romania,1992,2624,CLUJ-NAPOCA 1992,1269,222,235,46.772,23.587,1269 silver and bronze coins: 1251 denarii; 7 plated denarii; 9 antoniniani; 1 drachm; 1 bronze: Mark Antony - Severus Alexander (AD 222-235); Silver w8: 1777.1-4207.8g,"National History Museum of Transylvania, Cluj-Napoca, Romania"
France,1962,6182,BORDEAUX 1962,6,37,38,44.844,-0.574,"Ove 42 bronze coins. Only 6 coins were recovered and studied. tHey were all struck for Gaius with the same coin dies. All 6 pieces are imitations, possible from a local mint.","Musée d'Aquitaine, Bordeaux, France (6 coins)"
Bulgaria,1937,3948,VISOKA MOGILA,138,253,268,42.192,23.023,"Uncertain total number of coins. 138 coins: 6 antoniniani, 7 silver coins, 3 sestertii, 122 provincial bronzes: Trajan - Valerian I/Gallienus (AD 253-260); silver w8: 5.8-31.6 g.","National Hungarian Museum, Budapest, Hungary"
Luxembourg,1817,13574,SEPTFONTAINES 1817,6000,271,274,49.7002746,5.966883,"6000 copper coins found in a ceramic vessel. Coins of Gordian III, Tetricus I and other issuers.",Mr. de la Fontaine (purchased for 40 Fr.)
UK,1918,4,AITNOCK FORT,4,147,161,55.70956,-4.72167,"4 denarii (Vespasian - Antoninus Pius), found at Aitnock fort (an Iron Age fort), situated on the summit of a cliff which rises about 60 feet perpendicularly from the waters of the Rye stream at the south-west angle of Hindog Glen near Dalry in Ayrshire. The coins had been wrapped in some material and were found in a layer of occupation.",National Museums of Scotland
Egypt,1930,7873,ALEXANDRIA A93,26,260,268,31.2061,29.9262,"A hoard of 25 aurei (Faustina I - Trajan Decius), 1 medallion of Gallienus and 16 articles of jewellery, found at Octavian Augustus Street in the ancient Jewish quarter in Alexandria.",Alexandria museum
Belgium,1970,9244,POMMEROEUL XI,331,232,232,50.462,3.713,"331 coins : 322 sestertii, 1 dupondius and 8 uncertain sestertii: Galba - Severus Alexander (AD 232).",unknown
France,1875,8741,THONON-LES-BAINS,2000,268,270,46.37,6.477,+2000 antoniniani (radiates) found in a bronze amphora: Gordian III - Claudius II (AD 268-270).,NA
Italy,1967,16102,TREPALADE,31,347,348,45.563342,12.409789,31 nummi: Constantine and his sons (AD 347-348).,NA
Israel,2012,7617,NAḤAL SHALWA,136,117,138,31.565,34.794,"The hoard comprised 4 aurei and 132 silver coins, as well as jewellery from the second century AD: Nero - Hadrian (AD 117-138). Associated with Bar Kochba revolt (AD 132-135).",Israel Antiquity Authority (IAA 146753-146888)
Sweden,1857,15595,SANDA,5,186,186,57.428889,18.229138,"Originally 5 denarii, 1 preserved: Hadrian - Commodus (AD 186). Found together with 1 gold finger ring, 3 silver finger rings.","Swedish History Museum, Stockholm (inv.no. 2409)"
Romania,1847,9340,GRĂDIŞTEA DE MUNTE - ”SUB CUNUNI”,513,101,102,45.65,23.295,513 denarii: Republic - Trajan (AD 101-102),"Museum of Art History, Vienna, Austria (1847)"
Ukraine,1922,18303,PRIKUTIN 1922,375,180,192,50.952471554368,32.234229714621,"Hoard of 375 denarii. Only 7 coins were menti1d: Antoninus Pius, Faustina I, Faustina II 3, Lucilla, Commode.",Old collection K. I. Samburski (until 1930)
Greece,1966,6829,KILKIS A,27,302,303,40.994,22.875,"2 hoards (Kilkis A and B) were acquired by the museum of Thessaloniki in 1966 after having been found by some villagers in the areas of the Prefecture of Kilkis. Kilkis A comprised 27 coins, ranging from Diocletian to the Tetrarchy.",Museum of Thessaloniki
France,1957,7533,RAVEAU,189,253,260,47.186,3.077,The hoard comprised 10 denarii from Hadrian to Otacilla Severa and 179 antoniniani (radiates) from Caracalla to Valerian I.,NA
Netherlands,2000,10013,SOMEREN 2000,10,-2,4,51.3844,5.715,10 denarii: Republic - Augustus (2 BC - AD 4).,Private collection
Croatia,1896,16619,OSTROVICA,36,77,78,43.960046,15.795488,36 bronze coins ranging from Augustus to Vespasian found in a grave.,Museum of Croatian Archaeological Monuments in Split
Germany,1853,3112,SCHROTZBURG AUF DEM SCHIENERBERG,10,222,235,47.70292,8.89929,"10 coins found at Schrotzbug, which is a medieval castle on the Schienerberg: 1 dupondius, 2 aurei and 7 denarii, ranging from Titus Caesar to Severus Alexander.",NA
Israel,1982,7957,HEBRON AREA 1982,24,136,132,31.533,35.1,The hoard comprised 24 bronze coins of the Bar Kokhba Revolt (AD 132-135/6).,Trade
UK,2013,14824,BRECKLAND 2013,2,223,223,52.453691,0.92724834,IARCH record for 2 denarii found together with a metal detector. For images and further details see NMS-D4F0CA.,NA
Ukraine,2017,18621,OSTAPKIVTSI,168,258,259,49.2817,26.5298,"Around 300 silver coins of which 168 were documented: antoniniani, denarii: Septimius Severus - Valerian I and Gallienus (AD 258-259).",NA
Spain,1913,12891,SALVATIERRA DE MIÑO,40,138,161,42.0805,-8.5037,40 bronze coins were discovered with a ceramic vessel. Only 24 have provided some information: Nero - Antoninus Pius (AD 138-161).,Lost
France,1870,7105,ÉTAVES-ET-BOCQUIAUX,1000,249,249,49.939,3.455,The hoard comprised approximately 1000 denarii and antoniniani (radiates) from Septimius Severus to Philip I.,NA
Poland,1868,13435,GRODKOWO,6000,193,211,52.818611,19.698611,Between 3000 and 6000 denarii were found with a wooden box in a peat bog. For 16 coins are known the issuers: Trajan - Septimius Severus.,Lost
