country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
Portugal,1900,8775,GUIÃES,10,-32,-31,41.209,-7.661,Hoard of few hundreds silver coins. Only 10 denarii recorded: Republic (32-31). Together was found a silver Celtiberian bracelet.,NA
Italy,1827,10185,"POMPEII VI, 10, 2, 2A",92,69,79,40.751,14.484,"1 aureus of Vespasian, 63 uncertain AR, 28 uncertain AE found in regio VI, insula 10, atrium of building 2 (house)",NA
Egypt,1945,7854,ALEXANDRIA A79,88,193,211,31.2,29.919,"3 AR, 85 AE. Some foundation deposits under floor of piscina from the reconstruction and enlargement of Sarapeum.",NA
Germany,1886,3841,ORSCHOLZ 1886,2842,270,270,49.494,6.4795,"A container with possibly 3000 antoniniani (Valerian - Quintillus) found in the Schwarzbruch forest close to Orscholz. The coins were dispersed, but 2842 were described. 619 were given to the Rheinisches Landesmuseum in Trier where 227 coins could still be traced.",Rheinisches Landesmuseum in Trier (part)
Turkey,2015,18896,SINOPE 2015,162,259,260,42.025776,35.143037,"A hoard of 162 provincial coins, 27 of which were illegible. The remaining 1s were: 134 coins from Sinope (Antoninus Pius - Valerian & Gallienus) and 1 from Trapezus (Gordian III). The hoard was found in a burnt and shattered container in the remains of a Roman villa, on the northern side of the Sinope peninsula.",NA
France,1801,7578,MISSERY,52,271,274,47.31,4.373,"The hoard comprised an unknown number of small radiates (officials or imitations?), from Victorinus to Tetricus I (AD 271-274).",NA
Germany,1908,4095,MÜNCHEN-LOCHHAUSEN,1700,287,288,48.17925,11.40673,"A farm laborer found a Roman coin hoard in a plot of a field in Lochhausen, 10 cm below the surface. The hoard contained approx. 1700 antonianini, of which 1675 specimens could be recorded. Part of the hoard was housed in the coin collection at Munich, but lost during the years of war. The list given in FMRD is based on the publication of hoard by M. Bernhardt in 1911. Unfortunately, this publication contains many mistakes and it is not any more possible to give an exact description of the con10t.",NA
Sweden,1868,4651,BJÄRS 1868-1870,2,491,518,57.3258,18.3839,2 solidi in the name of Anastasius (AD 491-518) found on the same field; gold w8: 8.78 g.,"Swedish History Museum, Stockholm (inv.nos. 3854, 4330)"
France,1866,6072,SAINT-JUST-LE-MARTEL,10,-100,0,45.863191,1.386555,"The hoard comprised 10 silver Iron Age coins. The coins passed into the Lecomte Collection without being described, but BN 4460 coins could come from this deposit.",NA
Czech Republic,1870,15957,DERFLE,3,114,117,49.051272,17.480989,"3 coins, of which 1 aureus of Trajan (AD 114-117).",Private collection.
Germany,1889,3132,WIGGENSBACH,401,233,233,47.745,10.231,"The Wiggensbach hoard was discovered in 1889 in Waldegg. The hoard consists of jewellery, the quantity and typology of which is not described by FMRD, and silver coins, mostly denarii and at least 4 antoniniani, with coins ranging from Mark Antony to Severus Alexander. 384 of them were bought by the Heimatmuseum in Kemp10. 25 remained in a private collection. A list of them exists, but it gives only the name of the emperor. FMRD speaks of 407 denarii, but lists only 401 coins among which a few antoniniani.","Allgäuer Heimatmuseum, Kempten, 25 specimens in private collections."
Belgium,1990,9241,ASSE 1990-2000,76,177,178,50.909,4.201,76 gold coins found in the 9ties: Nero - Marcus Aurelius (AD,NA
Italy,2006,12950,"POMPEI VIII, 7, 1-4",13,50,54,40.748,14.49,13 asses found as a foundation offering: Augustus - Claudius I (AD 50-54).,"Parco Archeologico de Pompei, Italy"
Switzerland,1963,6404,AUGST BL-INS. 31 1963,4,10,14,47.532,7.725,"4 asses found together in a deep layer: Augustus for Tiberius, Lugdunum (2 coins) and 2 unidentified 1st century coins.",Augusta Raurica
Israel,2004,7723,ḤORBAT BURNAT,16,41,42,31.909,35.002,The hoard comprised 16 bronze coins dated between AD 41 and 42.,Israel Antiquities Authority (IAA 98278-98293)
Germany,1892,16540,WEIßENBURG,30,251,253,49.03081,10.96251,"30 antoninianii, ranging from Gordian III to Volusian, were unearthed at the Roman fort Biriciana, on the via principalis near the porta dextra during excavations in 1892.",Museum Weissenburg
Switzerland,1826,6430,SCHLEITHEIM SH 1826-1908,7,106,106,47.742,8.478,"The hoard comprised 7 aurei terminating in an issue of Trajan dating to AD 106. From 1826 to 1908, 7 Roman aurei were found by chance in the fields, all in the same region (Salzbrunnen and Z'underst Wyler), at a maximum distance of ca. 150 meters. These could be single finds or rather a dispersed hoard? Found in 1826: Nerva; 1859: Nero; 1894: Vespasian; 1896: Trajan; 1899: Nerva; 1907: Galba; 1908: Trajan.",Kantonsarchäologie Schaffhausen (4 coins); Schweizerisches Landesmuseum Zürich (2 coins); Bernisches Historisches Museum (1 coin)
Poland,1881,13652,GDAŃSK KRAKOWIEC,15,180,192,54.36048,18.737041,"15 sestertii of which Antoninus Pius 1, Faustina II 1, Commodus 1 were found by fishermen in a dune.",Lost
France,1880,7523,MILLAY 1880,2,253,260,46.842,4.003,The hoard comprised 16 sestertii from Hadrian to Philip I and 25 denarii and radiates from Caracalla to Valerian I (AD 253-260).,NA
Croatia,1906,3885,SATNICA,613,260,269,45.615,18.491,The hoard comprised 3 denarii and 610 radiates from Caracalla to Postumus with a tpq of AD 268. Hobbs estimates a silver w8 of between 1756.6 and 16896.9 g.,NM Zagreb; dispersed
Greece,1978,6728,AGIOS NIKOLAOS 1978 CEMETERY,2,37,41,35.19,25.716,"The hoard comprised 2 silver drachms of the Koinon of Crete (Caligula, given to Gortyn? in RPC I), found in Grave 12 of the Roman cemetery of Agios Nikolaos.",NA
Ukraine,2015,18656,HAISYN,32,251,253,48.8039,29.3775,"32 silver coins: 24 antoniniani (radiates), 8 denarii: Caracalla - Trebonianus Gallus (AD 251-253).",NA
Bulgaria,1973,12074,DUSHANTSI,1086,253,268,42.6969,24.2606,1088 denarii and antoniniani were found in a copper vessel: Septimius Severus - Valerian I and Gallienus/Gallienus (sole) (AD 253-268).,"National History Museum, Sofia, Bulgaria; inv.nos. 9221-10309"
Poland,1871,4450,METELIN,7,441,450,50.7481,23.859,"Unknown originally number of gold coins. Only 7 pieces are known: 5 aurei, 2 solidi: Severus Alexander (2), Trajan Decius, Valerian I and Gallienus for Gallienus, Constantine I, Arcadius, Theodosius II; gold w8: 34.87-38.95 g.",NA
Italy,1914,15026,OSTIA 1914 1,32,276,282,41.7316,12.281274,32 antoniniani (radiates): Gallienus (sole) - Probus (AD 276-282).,NA
Denmark,2013,20018,TAGESGAARD,114,211,212,54.837869971603,11.360479963193,Denarius hoard consisting of 114 denarii found through metal detectoring and excavation. Otho to Caracalla. 119 fragments in total.,NA
Netherlands,1936,9925,HOUT 1936,2,367,375,51.308,6.075,2 Roman gold coins. 1 of Valens and 1 of Valentinianus.,"Rijksmuseum van Oudheden, Leiden"
Bulgaria,1940,10108,KOZLODUY,2,73,75,43.777,23.724,A hoard of aurei. Only 2 aurei of Domitian (Caesar) have been seen.,Lost
Bulgaria,1950,12322,DEBELT 1950,76,284,305,42.388,27.28,"76 imperial and provincial bronze coins were found in a ceramic vessel: 46 sestertii, 24 dupondii, 1 as, 2 nummi, 3 provincial bronzes: Domitian - Diocletian (AD 284-305).","Regional Museum of History, Burgas, Bulgaria"
France,1840,5821,LE VIEIL-ÉVREUX 1840,3,221,221,49.004,1.241,"The find comprised 3 aurei each mounted in a gold 'opus interrasile' hexagonal setting, mounted with loops, clearly originally part of a necklace. The find was made during the excavations of Théodose Bonnin. The aureus of Elagabalus was acquired by the Musée d'Évreux (Inv. 7253). The aureus of Caracalla entered the collection of General Gazan and the aureus of Macrinus, the collection of Dr Verville. Both were later bought by the Cabinet des Médailles (BN Inv. 1161 & 1215 = Monuments d'or et d'argent Nos. 154-155) without any mention of their findspot.","Musée d'Évreux (Inv. 7253); General Gazan collection, later in Cabinet des Médailles (BN Inv. 1161 and 1215 = Monuments d'or et d'argent Nos. 154-155), Paris"
Bulgaria,1935,10057,LUKOVIT - SURROUNDINGS,33,249,250,43.208,24.163,Unknown number of silver coins. 33 antoniniani seen by T. Gerasimov: Gordian III - Trajan Decius.,NA
Germany,1932,15482,WINHÖRING,6,183,191,48.265403,12.64678,6 sestertii were found at a gravel pit close to Eisenfeld.,NA
France,2011,17798,SAINT-GERMAIN-DE-VARREVILLE,14528,337,341,49.42665162263,-1.2374959471022,14528 nummi deposited in a cooking pot: 321-324 - 337-341. Work in progress,NA
UK,1986,1380,CAERLEON CAMBRIA HOUSE,51,269,271,51.604834,-2.9688399,"51 radiates (Volusian to Victorinus) found in the course of excavations at the Cambria House site on the civil settlement outside the legionary fortress at the NW corner. The coins were in the filling of a drain, but it is not clear whether they represent a deliberate deposit or an accidental loss.",NA
France,1994,4279,SAINT-OUEN-DU-BREUIL,39,345,345,49.6426,1.0182,"39 coins: 16 gold, 23 silver found with a ceramic vessel. Among issues, multiples celebrating dynasty anniversaries of Constantine I and his sons minted in Treveri. Together were found 1 ring and 3 silver spoons. All wrapped in fabric. (AD 320-345). Gold w8: 71.2g;silver w8: 104.4g.",NA
Slovenia,1924,8976,SLOVENIA - UNKNOWN FINDSPOT,12,258,258,46.088,14.766,"12 silver coins: 1 denarius, 11 antoniniani: Maximinus I Thrax - Valerian I and Gallienus (AD 257-258).",Dispersed
Italy,1925,12551,CAMIN,1081,193,193,45.401,11.944,"In 1925 a hoard comprising 1081 bronze coins, originally included in a pottery vessel, was found after agricoltural works. Coins inlcuded in this hoard returned to the finders and went missing, except for 1 sestertius of Didia Clara now kept in the Museum Bottacin in Padua. Only a brief report on the coins included in the hoard is now available.",NA
France,1817,5901,DOUÉ-LA-FONTAINE,4000,260,269,47.193,-0.275,The hoard comprised 4000 coins with emperors from Severus Alexander to Postumus represented. The hoard was found by a farmworker.,NA
Bulgaria,2002,10195,SVIŠTOV 2002,12,98,117,43.631,25.315,Unknown Initial number of coins. 12 quadrantes of Trajan are kept in the National History Museum in Sofia.,"National History Museum, Sofia, Bulgaria; inv.nos. 40771-40781 (12 quadrans)"
Egypt,1907,7908,EGYPT A104,1839,270,275,26.821,30.802,"1839 coins: 1834 billon Alexandrian tetradrachms, 5 Ptolemaic bronze coins: Ptolemaic dynasty - Aurelian (AD 270-275). ""Acquired in Egypt by Dattari, who sold it to Milne and Currelly'.","Partly in Oxford, partly in Toronto. Detailed list in Oxford"
Netherlands,2002,12678,BERGEN OP ZOOM 2002-2007,81,244,244,51.497,4.287,"81 coins of different denominations (sestertius, dupondius, as, and 1 denarius): Claudius I - Gordian III (AD 241-243).",NA
France,1925,7178,SOISSONS 1925,18,192,192,49.377,3.323,"The hoard was found in a female burial and contained a box or casket containing 18 Anto9 coins, earrings, brooches, a belt buckle and a terracotta figurine in the shape of a small horse.",NA
Germany,1749,16581,BUXHEIM,70,198,209,48.001278,10.133846,"In 1749 an earthenware vessel with 70 denarii (Republic to Septimius Severus) was unearthed in a garden next to the Buxheim monastery. In 1833 2 specimens from the find were donated to the hall of antiquities in Augsburg, of which 1 is now lost. A list of emperors is given in 1760.",NA
Romania,2023,20555,GÂRCINA 2023 A,190,117,138,46.975111874256,26.362806809081,Hoard of 190 denarii found with ceramic vessel: Republic (?) - Hadrian.,NA
Portugal,1987,17762,TOMAR,22,388,392,39.604952787708,-8.4080027660431,Group of 22 coins: 21 antoniniani radiates of Claudius II (Divus) and 1 nummus of Valentinian II.,NA
Greece,2006,6896,PELLA BATH HOUSE 2006,10,276,282,40.763,22.526,"The hoard comprised 10 Roman Imperial 'bronze' (i.e. antoniniani?) coins, found in a Roman bath house in the southern part of ancient Pella. The latest were of Aurelian, Florian and Probus.",NA
UK,1982,14621,FRANKS GROUND,3,272,274,51.156401,-2.8164226,"Recorded by the Somerset Levels Project. Hoard comprised just 3 radiates, found during peat digging. No archaeological context.",NA
Belgium,1990,8642,HABAY-LA-VIEILLE 1990-1991,96,260,269,49.723,5.619,96 antoniniani (radiates): Gordian III - Postumus (AD 260-269).,NA
UK,1996,1451,FORNCETT,382,20,50,52.492515,1.1655661,"10 Iron Age silver units and 4 denarii to Tiberius, found by 5 metal detectorists at a rally held between 24 and 26 August 1996; another detectorist found the second batch, of c. 369 coins (sources don't agree on exact figure), on 26 July 1997, at a depth of c. 30 cm. 7teen body sherds of a wheelmade vessel in a sandy, micaceous fabric were found nearby, possibly from a globular beaker and perhaps the container for the hoard (Chadburn 2006, hoard 54).",NA
Denmark,1848,4626,RYNKEBYGÅRD,5,457,474,55.257795,10.469235,"5 solidi in hoard with spiral finger-ring, gold bracteate with Runic inscription, electron ingot.",National Museum of Denmark
UK,1987,1859,DOWNSIDE,542,316,316,51.257081,-2.5029383,"A hoard of 538 bronze nummi ranging to AD 316 and discovered in a field to the north of Downside Abbey, Stratton on the Fosse. The site lies approximately 400 metres to the west of the Fosse Way in an area that has produced other Romano-British material. The list includes 4 coins ""found in the close vicinity of the hoard"".",Somerset County Museums Service (part)
Poland,1961,13654,GDAŃSK NOWY PORT,10,177,178,54.401617,18.66354,Hoard of sestertii found while dredging the harbor: Hadrian - Marcus Aurelius (AD 177-178).,"Museum of Archaeology, Gdańsk, Poland"
Slovenia,1878,3154,BELTINCI,28,258,259,46.608,16.237,28 antoniniani (radiates): Gordian III - Valerian I (AD 258-259); silver w8: 35.0g.,Dispersed.
Georgia,1951,18882,MTSKHETA 1951 2,5,51,100,41.846495,44.71792,"5 coins consisting in an imitation of Alexander's III, 3 denarii of Augustus, 1 drachm of 'Gotarzes II' found in a grave","Private collection, Mtskheta"
Bulgaria,1964,10159,GORNA ROSITSA,512,238,244,42.949,25.124,512 provincial bronze coins were found in a ceramic vessel. 480 coins are kept in the museum of Sevlievo: Septimius Severus - Gordian III (AD 238-244),"History Museum, Sevlievo, Bulgaria; inv. no. 263"
France,1925,3237,EYZAHUT,12,251,253,44.567,5.007,"The hoard comprised 12 Roman coins, of which 8 were identified by H. Desaye: Gordian III - Trebonianus Gallus (AD 251-253); silver w8: 7.5 g.",NA
Egypt,1884,7773,EL-NIBEIRA A31,304,76,77,30.8975,30.5928,304 Alexandrian tetradrachms found during excavations. All of Vespasian and his family.,Unknown
France,1963,5495,BORDEAUX 1963,86,197,197,44.838,-0.579,"The hoard comprised 86 sestertii from Vespasian to Septimius Severus, although the author proposes a deposition date in the reign of Postumus.",NA
UK,1978,31,KEMPSTON 1978,13,395,402,52.112111,-0.52651184,"In 1978 a small hoard of 13 Roman silver coins (11 miliarenses and 2 siliquae) of the late 4th century was found at the edge of a road leading to Kempston Church. Most finds of late Roman silver consist primarily of siliquae with the addition of a small number of miliarenses, but the present find of 11 miliarenses and only 2 siliquae is unusual.",Bedford Museum (part); British Museum (part)
Germany,1980,16845,TRIER DOM LIEBFRAUEN-AREAL 1980 A,43,260,261,49.756111,6.643056,"On the eastern exterior of the late Roman NO-tower of the cathedral in Trier, a shaft for the protection of the tower foundation was laid out during main10ance work in 1980. The hoard was dug out in a depth of 5.20m. The 43 coins were soldered together in spherically formed clumps. The coins were originally preserved in a leather bag and lay on an antique st1 floor.",NA
Bulgaria,1967,3391,PLOVDIV 1967 A,17,238,244,42.135,24.745,"17 coins: 1 denarius, 16 provincial bronzes: Commodus - Gordian III (AD 238-244).","Museum of Archaeology, Plovdiv, Bulgaria; inv. no. 2491"
France,1867,6194,BELLEY,12,-100,0,45.76,5.686,The hoard comprised 12 Celtic Iron Age bronze coins.,NA
Bulgaria,1955,12090,BOBOV DOL,20,244,249,42.3648,22.9983,20 antoniniani found in a small ceramic vessel. Some of the coins belong to Philip I.,NA
France,1885,7182,VERMAND BURIAL 64,15,400,400,49.878,3.15,The hoard was found in Burial 64 and comprised 15 4th century coins.,NA
Italy,1894,4014,DÁMBEL,285,284,294,46.405351,11.092833,"Hoard of circa 350 coins. 285 were seen: 284 antoniniani (radiates), 1 aureus: Claudius II - Diocletian (AD 284-294); gold w8: 5.34g; Silver: 284 coins; silver w8: 51.2-90.8 g.",NA
UK,1989,1179,WADDINGTON 1989,30,136,138,53.873495,-2.4121314,"A hoard of 30 Roman silver denarii, found at Waddow Hall, Waddington, and declared Treasure Trove. All the coins with the Lancashire Museums Service",Lancashire Museums Service
Romania,1867,2613,ALBA IULIA 1867,612,184,185,46.066,23.572,"(700) 612 silver coins: 610 denarii, 2 drachmas: Nero-Commodus (AD 184-185).",NA
Germany,1937,3085,KIRCHMATTING,1169,230,235,48.812,12.612,A hoard of 1167 denarii and 2 antoniniani found in the south-wester of the Hungerbergacker property during spring 1937. FMRD associates the deposition of the hoard with the Alamannic invasions of Raetia in AD 233 and the assemblage is notable for the high proportion of eastern mints. Coins range from the late Republic to Severus Alexander.,Museum Straubing (ca. half of the coins)
Italy,1984,17437,TERMINI IMERESE 1984 A,23,408,450,37.9839,13.6961,"23 nummi found in a pit under the floor of a domestic building, range: Constans - Theodosius II (AD 408-450). Possible, part of the hoard Termini Imerse 1984 B.","Museo Civico ""B. Romano"" Comune di Termini Imerese"
UK,1976,2137,NUTBOURNE,7,14,37,50.96949,-0.47750313,"7 or more coins found over a period of several years. The finds include 5 Iron Age gold and silver coins, 1 Republican denarius and 1 plated copy of a denarius of Tiberius. This might be a hoard, or at least repeated deposition at this location.",Worthing Museum (part)
Netherlands,1875,9878,DRIESUM,500,271,274,53.296,6.045,Around 500 antoniniani (radiates). Only 96 coins were described: Valerian I and Gallienus - Tetricus I (AD 271-274).,"Frisian Museum, Lcenturyarden (92 coins)"
Serbia,1894,8047,SREMSKA MITROVICA 1894,1005,350,350,44.983,19.617,"1005 nummi: Constantine I - Constantius II (AD 350). ""Mints: Alexandria (28); Antiochia (45); Aquileia (48); Arelate (2); Heraclea (26); Constantinopolis (55); Cyzicus (81); Lugdunum (1); Nicomedia (71); Roma (37); Siscia (142); Thessalonica (177); Treveri (4)"".","Arheoloski muzej Zagreb, Croatia - 1981"
Slovenia,1963,5471,LJUBLJANA 1963 - INSULA XXIX,16,107,110,46.0495,14.501,16 aurei: Vespasian - Trajan (AD 107-110).,"Mestni muzej, Ljubljana, Slovenia"
Ukraine,2023,20720,CHERKASY REGION 2023,4,193,193,49.2575505642,31.3370139893,"A small hoard of 4 Roman imperial denarii: Marcus Aurelius - Didius Julianus (AD 193) was discovered by a treasure hunter in early July 2023 somewhere in Cherkasy region. Information about the find and photos of the coins were published on the Ukrainian treasure hunter forum Violity July 3, 2023. The finder reported that the coins were discovered “in 1 small pit”. The further fate of the hoard is unknown.",NA
France,1756,5623,LENS 1756,20,161,180,50.42893,2.83183,The hoard comprised '20 coins of which the most recent was an issue of Marcus Aurelius' The hoard was discovered by peat cutters.,NA
Slovenia,1921,8966,ZDENICA,200,383,388,46.142,15.518,"200 antoniniani and nummi. Only 3 coins of Valerian I for Gallienus, Licinius I and Valentinian II were noticed.",NA
Spain,1989,17748,LA ALCUDIA 1989,355,367,375,38.2403,-0.6946,"355 nummi found with an amphora, during the archaeological excavations in sector 6D: Constantine I - Gratian (AD 367-375).","Museo de La Alcudia, Spain"
Slovenia,1913,8972,PTUJ 1913,11,138,161,46.42,15.87,Leather purse with 10 bronze rings and 11 bronze coins: Trajan - Antoninus Pius. Only 1 bronze coin of Antoninus Pius is known.,NA
UK,2001,1963,TAMWORTH AREA,95,75,80,52.606725,-1.883301,"The hoard was found during a rally of the Tamworth Metal Detecting Club and there were 18 finders in all. It included 2 aurei and 92 denarii, ranging from the Republican period to Domitian, a further denarii was found in 2004, bringing the total to 93 denarii. Note: this hoard was found within some 500 metres of 2 single aureus of Claudius I discovered in 1925 (Bland 522) and in 2007 (Bland 524).",NA
Poland,1865,13555,WROCŁAW-POŁUDNIE,5,161,169,51.045701,16.916551,"Unknown number of coins found during construction work. Only 5 denarii are known: Republic, Vitellius, Antoninus Pius (2), Lucius Verus.",Before World War II some of the coins from the hoard were kept in the collections of the St. Elisabeth Gymnasium in Wrocław (Sankt Elisabet- Gymnasium in Breslau). Lost
Poland,1887,13459,KRZEWICA,600,179,180,52.0487,22.6637,Over 600 denarii found while digging up a grave. Only 6 pieces provide information on the issuers: Trajan - Commodus (AD 179-180).,NA
UK,1830,399,SHAP,599,81,96,54.546243,-2.6971404,"19 Roman gold and about 580 silver coins, prior to the reign of Trajan, but principally of Vespasian and Domitian, found while improving the road from Shap to Kendal, in 1830, under some blocks of granite.",NA
UK,1978,15118,CHETNEY,2,-20,10,51.397877,0.70115431,"1 (possibly 2) gold iron Age staters, found on New Chetney Island with a Republican denarius.",NA
Italy,1951,12015,CA' NOGHERA,514,193,196,45.522,12.358,The hoard comprised 514 imperial bronze coins: Nero-Septimius Severus (AD 193-196).,"Museo Archeologico Nazionale di Altino, Italy; private collection; some lost"
Romania,1964,2658,LEURDA,26,251,251,44.7939,22.9935,"26 silver coins: 17 denarii, 9 antoniniani (radiates): Septimius Severus - Trajan Decius (AD 251); silver w8: 35.5-53.2 g.","Oltenia's Museum, Craiova, Romania (inv. no. 16.317)"
Sri Lanka,1952,18442,KOSGODA - GAL VIHARA,141,380,470,6.3384644333569,80.02890908474,Hoard of 140 Naimana imitations and 1 Roman coin - nummus (AE4) (AD 380-470) was found at a Buddhist site (Gal Vihara).,"Colombo National Museum, Sri Lanka (inv.no. 52-15-261)"
France,1979,3233,ÉPIAIS-RHUS,507,241,244,49.123,2.065,The hoard comprised 91 denarii and 416 sestertii from Nero to Gordian III (AD 241-244).,"Musée archéologique départemental de Guiry-en-Vexin, France"
Belgium,1909,17417,MEUX-SAINT-DENIS,59,190,191,50.542388,4.791821,"Unknown originally number of coins. 59 bronze coins are known: 51 sestertii, 9 dupondii: Trajan - Commodus (AD 190-191).",Finder's collection
UK,1990,14886,WHISTON,353,317,340,53.395921,-1.3247361,"A hoard of 353 Roman copper alloy coins discovered in 1990 and declared as Po10tial Treasure Trove. The coins are believed to be nummi, and 1 has been identified as an AE 3/4 of Constantine II (317 - 340 AD). They were found in a ceramic vessel; a black burnished ware pot now in 20 pieces glued together. The coins do not appear to have been catalogued.The hoard was acquired by Clifton Park Museum, Rotherham on the 29th September 1990.Other PAS records associated with this hoard: SWYOR-78C8E4",NA
Poland,1780,13655,GDAŃSK UJEŚCISKO,4,196,217,54.329423,18.592247,"Hoard of unknown number of denarii. Some information on 4 of them: Vespasian 2, Faustina I/II, Julia Domna (AD 196-217).",NA
UK,1911,1598,CORBRIDGE (SITE XXIX),162,158,159,54.970615,-2.0327732,"A bronze jug containing 160 aurei, found on site 29 in Corbridge. 2 bronze coins were found filling the narrow neck of the jug, where they had been placed, to act as a stopper to the narrow neck.",British Museum (coins); Corbridge Museum (jug)
Syria,1936,9764,DURA EUROPOS 1,788,253,256,34.747,40.73,"A hoard of 788 tetradrachms (Caracalla - Trebonianus Gallus), denarii (Julia Mamaea) and antoniniani (Caracalla - Gallienus) found during the excavations at Dura Europos, in a jar under the embankment beside the Palmyra Gate.",Yale University
Romania,1868,16268,LĂPUȘNIC,62,117,138,45.893161,21.920157,"Hoard of at least 62 denarii. Only 13 are known: 8 republican among which Julius Caesar 1, Augustus 3, Hadrian 2.",NA
France,1892,6192,ANGLEFORT 1892,125,305,305,45.919,5.821,"The hoard was found in a copper-alloy vessel sealed by a further copper-alloy vessel. It comprised 48 kilos of coins which were sold for 40 francs to an antiquarian. The coins were dispersed without being studied. The earliest report by Augé de Lassus notes coins of silver billon or of bronze (radiates and aureliani) with portraits of Trajan (Divi series?), Valerian, Gallienus, Postumus, Claudius II, Tetricus, Aurelian, Tacitus, Probus, Carus and Carinus. Dubiez notes 'large bronzes' (Folles) of Diocletian, Maximian Herculeus and Galerius?, Constantius Chlorus, Constantine II and Maxentius. The hoard was found by M. Révillon while working in a vineyard.",NA
Italy,1935,12505,MUSSOLENTE 1935,118,183,183,45.7812,11.7983,The hoard comprised 118 sestertii found with a ceramic vessel: Domitian-Commodus (90-183 AD). Most of the coins are kept in a private collection (Antonio Egger).,Museo Civico di Bassano (26 coins); Museo Bottacin di Padova (6 coins); private collection Egger family (86 coins).
Spain,1971,8435,TIERMES 1971,12,-19,-18,41.33068591742,-3.1489042351423,"With 3 iberian denarii of Bolskan, 6 republican denarii and 3 denarii of Augustus (AD 19-18 BC).",NA
Switzerland,2002,6618,FÜLLINSDORF BL 2002-2012 (II),27,64,65,47.515,7.737,Ritual deposit. Found during a metal detectorists' illegal survey. 25 heavily worn denarii of the Roman Republic (140-42 BC) and 2 aurei (Tiberius and Nero).,Archäologie Baselland
Bulgaria,1971,10467,ASPARUHOVO 1971,1192,244,249,43.18,27.89,Over 1000 denarii and antoniniani. 1192 pieces entered the museum collection in Dalgopol: Antoninus Pius - Philip I (AD 244-249).,"History Museum, Dalgopol, Bulgaria; inv.no. N. 0545/1-1193"
France,1870,6324,SAINTE-COLOMBE,113,253,260,44.285,5.669,"The hoard comprised 113 Roman silver coins of different sizes, bearing the portraits of Gordian III, Philip I, Trajan Decius, Aemilian, Valerian I and Gallienus. Apparently, this list is not exhaustive. The hoard is probably 1 of antoniniani (radiates), although perhaps some denarii were present.",NA
Bulgaria,1914,10481,GROZDYOVO,60,244,249,43.027,27.544,60 silver and bronze coins found by workers 19 provincial bronze coins were aquired by the Varna Archaeological Society: Gordian - Philip I (AD 244-249).,NA
Poland,1868,13435,GRODKOWO,6000,193,211,52.818611,19.698611,Between 3000 and 6000 denarii were found with a wooden box in a peat bog. For 16 coins are known the issuers: Trajan - Septimius Severus.,Lost
Israel,2009,7596,TE'OMIM CAVE (C),24,132,136,31.726233729437,35.020295136245,"The hoard comprised 5 gold coins, 15 silver coins, and 4 bronze coins dated to the Second Jewish Revolt (AD 132-136).",Israel Antiquities Authority (IAA 135182-135205)
Belarus,1968,17433,ALIEKŠYCY (ŽUKIEVIČY),446,194,195,53.339356,23.950584,"The first 20 (?) denarii from the hoard were discovered by schoolchildren in 1968, 8 of them were transferred to the Coin Room of the Belarusian State University. V. Ryabtsevich tried to establish the place where the hoard was found, but to no avail. In the first hoard's publication the village of Žukievičy was named as its location. After that, at the hoard's place, amateurs conducted further searches for it. Separate denarii were found, 2 of which (Trajan and Antoninus Pius) were transferred by V. Kakareka to the Coin Room of the Belarusian University. The rest of the hoard was discovered by treasure hunters in 2011 near the village of Aliekšycy: 426 denarii and 18 fragments of brooches, which were donated to the Museum of the National Bank of the Republic of Belarus. Later, 10 more coins were transferred there. In total, 446 coins are known from the hoard (Vespasian-Septimius Severus).",Coin Room of the Belarusian State University (10 coins); Museum of the National Bank of the Republic of Belarus (436 coins)
Belgium,1840,8345,JAMBES,15,306,361,50.456,4.872,15 nummi: House of Constantine I (AD 306-361).,NA
Germany,1859,3039,WALDKIRCH,18,200,201,48.091,7.959,"The hoard was discovered in 1859 on the 'Schänzle' in Waldkirch. It comprised 18 denarii, ranging from Vespasian to Septimius Severus.",NA
France,1909,3574,BÉCELEUF,2400,271,274,46.4707,-0.5062,"In 1909, a jeweller showed Breuillac some coins from a hoard recently found in Béceleuf. He had bought approximately 3kg of coins which constituted half the hoard. Breuillac assessed approximately 2400 coins and published a list of 135 cleaned pieces from Philip I to Tetricus I. The hoard was acquired by a jeweller and showed to Breuillac. The circumstances of discovery and the exact findspot are unknown. Hobbs estimates a silver w8 of 649.0-2999.0g.",NA
Bulgaria,1895,10500,YAGNILO 1895,250,161,180,43.382,27.3238,2500-3000 denarii. 250 pieces were bought by the National Museum in Sofia: Vespasian - Marcus Aurelius (AD 161-180).,"National History Museum, Sofia (250 coins)"
Hungary,1918,7501,PÉLIFÖLDSZENTKERESZT II,244,251,253,47.709,18.588,"244 silver coins: 117 denarii, 127 antoniniani: Nero - Trebonianus Gallus (AD 251-253). Found in a bronze vessel.",NA
Bulgaria,1937,12142,RAKOVSKI 1937,109,244,249,42.288,24.963,109 denarii and antoniniani: Commodus - Philip I (AD 244-249); silver w8: 134.3-277.1 g.,"Museum of Archaeology, Plovdiv, Bulgaria; inv.no. 1841"
